Source,Target,Weight
investigation,torture,40
investigation,train,33
investigation,two word title,23
investigation,underwater scene,19
investigation,undressing,25
investigation,violence,91
investigation,voice over narration,30
investigation,vomiting,25
investigation,watching tv,39
investigation,woods,25
investigation,written by director,20
investigation,young,16
jealousy,kidnapping,19
jealousy,kiss,90
jealousy,knife,33
jealousy,knocked unconscious,13
jealousy,letter,41
jealousy,lie,40
jealousy,london england,38
jealousy,looking at oneself in a mirror,36
jealousy,love,53
jealousy,machine gun,9
jealousy,male female relationship,38
jealousy,male frontal nudity,20
jealousy,male nudity,63
jealousy,male protagonist,17
jealousy,male pubic hair,25
jealousy,male rear nudity,44
jealousy,man wears eyeglasses,24
jealousy,marriage,51
jealousy,memory,28
jealousy,mirror,36
jealousy,money,43
jealousy,montage,26
jealousy,mother daughter relationship,53
jealousy,mother son relationship,60
jealousy,motorcycle,20
jealousy,murder,76
jealousy,nightclub,23
jealousy,nightmare,27
jealousy,no opening credits,11
jealousy,nudity,52
jealousy,nurse,25
jealousy,old man,29
jealousy,one word title,47
jealousy,paranoia,26
jealousy,paris france,23
jealousy,party,38
jealousy,photograph,61
jealousy,photographer,26
jealousy,pistol,22
jealousy,police,44
jealousy,police officer,24
jealousy,pregnancy,34
jealousy,priest,26
jealousy,prison,15
jealousy,prologue,24
jealousy,prostitute,25
jealousy,psychopath,26
jealousy,psychotronic film,35
jealousy,pubic hair,27
jealousy,punched in the face,27
jealousy,race against time,7
jealousy,rain,46
jealousy,rape,26
jealousy,rescue,14
jealousy,restaurant,47
jealousy,revenge,42
jealousy,rifle,21
jealousy,secret,35
jealousy,sequel,5
jealousy,sex,46
jealousy,sex scene,65
jealousy,shooting,27
jealousy,shootout,10
jealousy,shot in the back,10
jealousy,shot in the chest,13
jealousy,shot in the head,12
jealousy,shot to death,22
jealousy,shotgun,13
jealousy,shower,17
jealousy,singer,46
jealousy,singing,52
jealousy,slapped in the face,51
jealousy,slow motion scene,28
jealousy,snow,17
jealousy,soldier,14
jealousy,song,39
jealousy,stabbed to death,15
jealousy,stabbing,28
jealousy,strangulation,13
jealousy,subjective camera,31
jealousy,suicide,33
jealousy,supernatural power,8
jealousy,surprise ending,28
jealousy,surrealism,28
jealousy,survival,12
jealousy,suspense,19
jealousy,tattoo,18
jealousy,taxi,22
jealousy,teenage boy,25
jealousy,teenage girl,27
jealousy,telephone call,68
jealousy,theft,26
jealousy,title spoken by character,46
jealousy,torture,16
jealousy,train,37
jealousy,two word title,21
jealousy,underwater scene,22
jealousy,undressing,42
jealousy,violence,53
jealousy,voice over narration,34
jealousy,vomiting,30
jealousy,watching tv,47
jealousy,woods,12
jealousy,written by director,12
jealousy,young,21
kidnapping,kiss,68
kidnapping,knife,105
kidnapping,knocked unconscious,57
kidnapping,letter,24
kidnapping,lie,31
kidnapping,london england,51
kidnapping,looking at oneself in a mirror,42
kidnapping,love,48
kidnapping,machine gun,71
kidnapping,male female relationship,23
kidnapping,male frontal nudity,15
kidnapping,male nudity,44
kidnapping,male protagonist,32
kidnapping,male pubic hair,15
kidnapping,male rear nudity,31
kidnapping,man wears eyeglasses,37
kidnapping,marriage,17
kidnapping,memory,21
kidnapping,mirror,35
kidnapping,money,50
kidnapping,montage,53
kidnapping,mother daughter relationship,45
kidnapping,mother son relationship,65
kidnapping,motorcycle,29
kidnapping,murder,179
kidnapping,nightclub,29
kidnapping,nightmare,34
kidnapping,no opening credits,45
kidnapping,nudity,41
kidnapping,nurse,23
kidnapping,old man,30
kidnapping,one word title,55
kidnapping,paranoia,58
kidnapping,paris france,23
kidnapping,party,27
kidnapping,photograph,86
kidnapping,photographer,20
kidnapping,pistol,112
kidnapping,police,77
kidnapping,police officer,63
kidnapping,pregnancy,25
kidnapping,priest,17
kidnapping,prison,33
kidnapping,prologue,37
kidnapping,prostitute,34
kidnapping,psychopath,52
kidnapping,psychotronic film,68
kidnapping,pubic hair,21
kidnapping,punched in the face,84
kidnapping,race against time,62
kidnapping,rain,53
kidnapping,rape,31
kidnapping,rescue,92
kidnapping,restaurant,46
kidnapping,revenge,97
kidnapping,rifle,49
kidnapping,secret,26
kidnapping,sequel,30
kidnapping,sex,33
kidnapping,sex scene,37
kidnapping,shooting,41
kidnapping,shootout,82
kidnapping,shot in the back,80
kidnapping,shot in the chest,100
kidnapping,shot in the head,82
kidnapping,shot to death,111
kidnapping,shotgun,64
kidnapping,shower,28
kidnapping,singer,26
kidnapping,singing,38
kidnapping,slapped in the face,49
kidnapping,slow motion scene,89
kidnapping,snow,44
kidnapping,soldier,33
kidnapping,song,18
kidnapping,stabbed to death,39
kidnapping,stabbing,43
kidnapping,strangulation,43
kidnapping,subjective camera,60
kidnapping,suicide,45
kidnapping,supernatural power,23
kidnapping,surprise ending,93
kidnapping,surrealism,41
kidnapping,survival,42
kidnapping,suspense,62
kidnapping,tattoo,53
kidnapping,taxi,32
kidnapping,teenage boy,25
kidnapping,teenage girl,29
kidnapping,telephone call,68
kidnapping,theft,31
kidnapping,title spoken by character,68
kidnapping,torture,84
kidnapping,train,31
kidnapping,two word title,32
kidnapping,underwater scene,42
kidnapping,undressing,24
kidnapping,violence,148
kidnapping,voice over narration,41
kidnapping,vomiting,31
kidnapping,watching tv,42
kidnapping,woods,33
kidnapping,written by director,37
kidnapping,young,24
kiss,knife,106
kiss,knocked unconscious,30
kiss,letter,80
kiss,lie,75
kiss,london england,76
kiss,looking at oneself in a mirror,83
kiss,love,123
kiss,machine gun,54
kiss,male female relationship,92
kiss,male frontal nudity,43
kiss,male nudity,103
kiss,male protagonist,49
kiss,male pubic hair,43
kiss,male rear nudity,63
kiss,man wears eyeglasses,59
kiss,marriage,87
kiss,memory,65
kiss,mirror,101
kiss,money,88
kiss,montage,69
kiss,mother daughter relationship,112
kiss,mother son relationship,145
kiss,motorcycle,46
kiss,murder,180
kiss,nightclub,54
kiss,nightmare,49
kiss,no opening credits,50
kiss,nudity,99
kiss,nurse,52
kiss,old man,58
kiss,one word title,90
kiss,paranoia,58
kiss,paris france,39
kiss,party,94
kiss,photograph,145
kiss,photographer,62
kiss,pistol,73
kiss,police,93
kiss,police officer,70
kiss,pregnancy,69
kiss,priest,57
kiss,prison,43
kiss,prologue,65
kiss,prostitute,53
kiss,psychopath,41
kiss,psychotronic film,60
kiss,pubic hair,57
kiss,punched in the face,62
kiss,race against time,33
kiss,rain,109
kiss,rape,40
kiss,rescue,57
kiss,restaurant,90
kiss,revenge,80
kiss,rifle,71
kiss,secret,62
kiss,sequel,27
kiss,sex,100
kiss,sex scene,107
kiss,shooting,58
kiss,shootout,49
kiss,shot in the back,49
kiss,shot in the chest,62
kiss,shot in the head,56
kiss,shot to death,83
kiss,shotgun,41
kiss,shower,40
kiss,singer,106
kiss,singing,132
kiss,slapped in the face,82
kiss,slow motion scene,88
kiss,snow,77
kiss,soldier,47
kiss,song,93
kiss,stabbed to death,36
kiss,stabbing,54
kiss,strangulation,43
kiss,subjective camera,69
kiss,suicide,73
kiss,supernatural power,28
kiss,surprise ending,70
kiss,surrealism,59
kiss,survival,33
kiss,suspense,43
kiss,tattoo,44
kiss,taxi,53
kiss,teenage boy,61
kiss,teenage girl,72
kiss,telephone call,144
kiss,theft,59
kiss,title spoken by character,109
kiss,torture,58
kiss,train,89
kiss,two word title,59
kiss,underwater scene,52
kiss,undressing,79
kiss,violence,140
kiss,voice over narration,86
kiss,vomiting,64
kiss,watching tv,81
kiss,woods,43
kiss,written by director,40
kiss,young,28
knife,knocked unconscious,70
knife,letter,42
knife,lie,32
knife,london england,48
knife,looking at oneself in a mirror,58
knife,love,38
knife,machine gun,81
knife,male female relationship,34
knife,male frontal nudity,26
knife,male nudity,48
knife,male protagonist,38
knife,male pubic hair,20
knife,male rear nudity,34
knife,man wears eyeglasses,40
knife,marriage,32
knife,memory,20
knife,mirror,41
knife,money,54
knife,montage,67
knife,mother daughter relationship,53
knife,mother son relationship,76
knife,motorcycle,37
knife,murder,215
knife,nightclub,25
knife,nightmare,42
knife,no opening credits,56
knife,nudity,53
knife,nurse,32
knife,old man,34
knife,one word title,67
knife,paranoia,69
knife,paris france,23
knife,party,53
knife,photograph,112
knife,photographer,29
knife,pistol,123
knife,police,75
knife,police officer,72
knife,pregnancy,22
knife,priest,32
knife,prison,35
knife,prologue,45
knife,prostitute,34
knife,psychopath,72
knife,psychotronic film,86
knife,pubic hair,26
knife,punched in the face,94
knife,race against time,61
knife,rain,60
knife,rape,46
knife,rescue,97
knife,restaurant,46
knife,revenge,112
knife,rifle,75
knife,secret,33
knife,sequel,39
knife,sex,41
knife,sex scene,55
knife,shooting,49
knife,shootout,87
knife,shot in the back,82
knife,shot in the chest,112
knife,shot in the head,98
knife,shot to death,125
knife,shotgun,75
knife,shower,31
knife,singer,38
knife,singing,51
knife,slapped in the face,52
knife,slow motion scene,102
knife,snow,55
knife,soldier,44
knife,song,33
knife,stabbed to death,67
knife,stabbing,82
knife,strangulation,57
knife,subjective camera,68
knife,suicide,61
knife,supernatural power,38
knife,surprise ending,128
knife,surrealism,44
knife,survival,65
knife,suspense,69
knife,tattoo,61
knife,taxi,43
knife,teenage boy,26
knife,teenage girl,41
knife,telephone call,73
knife,theft,40
knife,title spoken by character,84
knife,torture,74
knife,train,46
knife,two word title,40
knife,underwater scene,57
knife,undressing,28
knife,violence,191
knife,voice over narration,58
knife,vomiting,62
knife,watching tv,51
knife,woods,44
knife,written by director,39
knife,young,24
knocked unconscious,letter,10
knocked unconscious,lie,10
knocked unconscious,london england,35
knocked unconscious,looking at oneself in a mirror,34
knocked unconscious,love,10
knocked unconscious,machine gun,49
knocked unconscious,male female relationship,6
knocked unconscious,male frontal nudity,3
knocked unconscious,male nudity,13
knocked unconscious,male protagonist,16
knocked unconscious,male pubic hair,3
knocked unconscious,male rear nudity,14
knocked unconscious,man wears eyeglasses,27
knocked unconscious,marriage,8
knocked unconscious,memory,8
knocked unconscious,mirror,13
knocked unconscious,money,23
knocked unconscious,montage,42
knocked unconscious,mother daughter relationship,19
knocked unconscious,mother son relationship,32
knocked unconscious,motorcycle,26
knocked unconscious,murder,111
knocked unconscious,nightclub,21
knocked unconscious,nightmare,23
knocked unconscious,no opening credits,39
knocked unconscious,nudity,17
knocked unconscious,nurse,24
knocked unconscious,old man,15
knocked unconscious,one word title,40
knocked unconscious,paranoia,48
knocked unconscious,paris france,15
knocked unconscious,party,19
knocked unconscious,photograph,54
knocked unconscious,photographer,13
knocked unconscious,pistol,78
knocked unconscious,police,51
knocked unconscious,police officer,46
knocked unconscious,pregnancy,13
knocked unconscious,priest,9
knocked unconscious,prison,14
knocked unconscious,prologue,15
knocked unconscious,prostitute,12
knocked unconscious,psychopath,27
knocked unconscious,psychotronic film,48
knocked unconscious,pubic hair,6
knocked unconscious,punched in the face,70
knocked unconscious,race against time,54
knocked unconscious,rain,29
knocked unconscious,rape,11
knocked unconscious,rescue,57
knocked unconscious,restaurant,32
knocked unconscious,revenge,62
knocked unconscious,rifle,25
knocked unconscious,secret,14
knocked unconscious,sequel,24
knocked unconscious,sex,14
knocked unconscious,sex scene,19
knocked unconscious,shooting,16
knocked unconscious,shootout,53
knocked unconscious,shot in the back,49
knocked unconscious,shot in the chest,61
knocked unconscious,shot in the head,56
knocked unconscious,shot to death,67
knocked unconscious,shotgun,34
knocked unconscious,shower,14
knocked unconscious,singer,8
knocked unconscious,singing,15
knocked unconscious,slapped in the face,29
knocked unconscious,slow motion scene,61
knocked unconscious,snow,23
knocked unconscious,soldier,29
knocked unconscious,song,4
knocked unconscious,stabbed to death,38
knocked unconscious,stabbing,17
knocked unconscious,strangulation,32
knocked unconscious,subjective camera,39
knocked unconscious,suicide,19
knocked unconscious,supernatural power,21
knocked unconscious,surprise ending,79
knocked unconscious,surrealism,18
knocked unconscious,survival,33
knocked unconscious,suspense,41
knocked unconscious,tattoo,30
knocked unconscious,taxi,25
knocked unconscious,teenage boy,13
knocked unconscious,teenage girl,18
knocked unconscious,telephone call,42
knocked unconscious,theft,21
knocked unconscious,title spoken by character,49
knocked unconscious,torture,36
knocked unconscious,train,25
knocked unconscious,two word title,19
knocked unconscious,underwater scene,28
knocked unconscious,undressing,8
knocked unconscious,violence,94
knocked unconscious,voice over narration,24
knocked unconscious,vomiting,23
knocked unconscious,watching tv,28
knocked unconscious,woods,23
knocked unconscious,written by director,32
knocked unconscious,young,7
letter,lie,35
letter,london england,36
letter,looking at oneself in a mirror,40
letter,love,38
letter,machine gun,22
letter,male female relationship,32
letter,male frontal nudity,14
letter,male nudity,35
letter,male protagonist,15
letter,male pubic hair,17
letter,male rear nudity,19
letter,man wears eyeglasses,21
letter,marriage,42
letter,memory,30
letter,mirror,44
letter,money,43
letter,montage,22
letter,mother daughter relationship,51
letter,mother son relationship,63
letter,motorcycle,15
letter,murder,91
letter,nightclub,19
letter,nightmare,22
letter,no opening credits,26
letter,nudity,37
letter,nurse,24
letter,old man,31
letter,one word title,33
letter,paranoia,20
letter,paris france,28
letter,party,35
letter,photograph,73
letter,photographer,26
letter,pistol,27
letter,police,29
letter,police officer,24
letter,pregnancy,26
letter,priest,32
letter,prison,29
letter,prologue,30
letter,prostitute,23
letter,psychopath,18
letter,psychotronic film,32
letter,pubic hair,16
letter,punched in the face,24
letter,race against time,12
letter,rain,51
letter,rape,15
letter,rescue,27
letter,restaurant,31
letter,revenge,33
letter,rifle,37
letter,secret,31
letter,sequel,9
letter,sex,35
letter,sex scene,39
letter,shooting,30
letter,shootout,14
letter,shot in the back,15
letter,shot in the chest,18
letter,shot in the head,16
letter,shot to death,26
letter,shotgun,11
letter,shower,10
letter,singer,50
letter,singing,61
letter,slapped in the face,34
letter,slow motion scene,33
letter,snow,40
letter,soldier,28
letter,song,40
letter,stabbed to death,18
letter,stabbing,24
letter,strangulation,15
letter,subjective camera,30
letter,suicide,35
letter,supernatural power,18
letter,surprise ending,32
letter,surrealism,17
letter,survival,15
letter,suspense,21
letter,tattoo,17
letter,taxi,21
letter,teenage boy,27
letter,teenage girl,27
letter,telephone call,52
letter,theft,29
letter,title spoken by character,43
letter,torture,18
letter,train,36
letter,two word title,17
letter,underwater scene,22
letter,undressing,30
letter,violence,60
letter,voice over narration,42
letter,vomiting,33
letter,watching tv,28
letter,woods,21
letter,written by director,9
letter,young,17
lie,london england,37
lie,looking at oneself in a mirror,40
lie,love,52
lie,machine gun,14
lie,male female relationship,31
lie,male frontal nudity,20
lie,male nudity,45
lie,male protagonist,12
lie,male pubic hair,20
lie,male rear nudity,21
lie,man wears eyeglasses,41
lie,marriage,47
lie,memory,24
lie,mirror,41
lie,money,40
lie,montage,36
lie,mother daughter relationship,50
lie,mother son relationship,80
lie,motorcycle,14
lie,murder,78
lie,nightclub,17
lie,nightmare,17
lie,no opening credits,14
lie,nudity,42
lie,nurse,22
lie,old man,28
lie,one word title,32
lie,paranoia,35
lie,paris france,14
lie,party,45
lie,photograph,68
lie,photographer,36
lie,pistol,24
lie,police,45
lie,police officer,33
lie,pregnancy,33
lie,priest,19
lie,prison,28
lie,prologue,37
lie,prostitute,30
lie,psychopath,16
lie,psychotronic film,19
lie,pubic hair,24
lie,punched in the face,24
lie,race against time,9
lie,rain,55
lie,rape,17
lie,rescue,15
lie,restaurant,50
lie,revenge,27
lie,rifle,24
lie,secret,44
lie,sequel,1
lie,sex,43
lie,sex scene,45
lie,shooting,34
lie,shootout,9
lie,shot in the back,19
lie,shot in the chest,15
lie,shot in the head,11
lie,shot to death,24
lie,shotgun,14
lie,shower,17
lie,singer,52
lie,singing,50
lie,slapped in the face,36
lie,slow motion scene,48
lie,snow,31
lie,soldier,11
lie,song,40
lie,stabbed to death,13
lie,stabbing,22
lie,strangulation,15
lie,subjective camera,38
lie,suicide,31
lie,supernatural power,4
lie,surprise ending,27
lie,surrealism,18
lie,survival,10
lie,suspense,24
lie,tattoo,8
lie,taxi,29
lie,teenage boy,15
lie,teenage girl,15
lie,telephone call,86
lie,theft,33
lie,title spoken by character,48
lie,torture,15
lie,train,28
lie,two word title,23
lie,underwater scene,16
lie,undressing,39
lie,violence,61
lie,voice over narration,50
lie,vomiting,26
lie,watching tv,41
lie,woods,17
lie,written by director,18
lie,young,14
london england,looking at oneself in a mirror,35
london england,love,39
london england,machine gun,41
london england,male female relationship,35
london england,male frontal nudity,14
london england,male nudity,48
london england,male protagonist,31
london england,male pubic hair,20
london england,male rear nudity,38
london england,man wears eyeglasses,43
london england,marriage,42
london england,memory,23
london england,mirror,31
london england,money,39
london england,montage,49
london england,mother daughter relationship,54
london england,mother son relationship,69
london england,motorcycle,42
london england,murder,122
london england,nightclub,34
london england,nightmare,12
london england,no opening credits,37
london england,nudity,46
london england,nurse,26
london england,old man,20
london england,one word title,49
london england,paranoia,29
london england,paris france,18
london england,party,44
london england,photograph,67
london england,photographer,34
london england,pistol,54
london england,police,52
london england,police officer,41
london england,pregnancy,39
london england,priest,16
london england,prison,32
london england,prologue,29
london england,prostitute,27
london england,psychopath,15
london england,psychotronic film,56
london england,pubic hair,25
london england,punched in the face,46
london england,race against time,40
london england,rain,46
london england,rape,14
london england,rescue,44
london england,restaurant,57
london england,revenge,50
london england,rifle,34
london england,secret,23
london england,sequel,28
london england,sex,38
london england,sex scene,44
london england,shooting,22
london england,shootout,40
london england,shot in the back,29
london england,shot in the chest,30
london england,shot in the head,33
london england,shot to death,52
london england,shotgun,25
london england,shower,22
london england,singer,44
london england,singing,52
london england,slapped in the face,31
london england,slow motion scene,46
london england,snow,36
london england,soldier,31
london england,song,31
london england,stabbed to death,24
london england,stabbing,19
london england,strangulation,33
london england,subjective camera,35
london england,suicide,36
london england,supernatural power,21
london england,surprise ending,58
london england,surrealism,20
london england,survival,14
london england,suspense,33
london england,tattoo,20
london england,taxi,33
london england,teenage boy,15
london england,teenage girl,22
london england,telephone call,67
london england,theft,23
london england,title spoken by character,71
london england,torture,33
london england,train,48
london england,two word title,28
london england,underwater scene,23
london england,undressing,19
london england,violence,74
london england,voice over narration,40
london england,vomiting,22
london england,watching tv,32
london england,woods,24
london england,written by director,16
london england,young,17
looking at oneself in a mirror,love,37
looking at oneself in a mirror,machine gun,24
looking at oneself in a mirror,male female relationship,20
looking at oneself in a mirror,male frontal nudity,17
looking at oneself in a mirror,male nudity,56
looking at oneself in a mirror,male protagonist,15
looking at oneself in a mirror,male pubic hair,19
looking at oneself in a mirror,male rear nudity,41
looking at oneself in a mirror,man wears eyeglasses,56
looking at oneself in a mirror,marriage,25
looking at oneself in a mirror,memory,35
looking at oneself in a mirror,mirror,76
looking at oneself in a mirror,money,53
looking at oneself in a mirror,montage,40
looking at oneself in a mirror,mother daughter relationship,53
looking at oneself in a mirror,mother son relationship,58
looking at oneself in a mirror,motorcycle,19
looking at oneself in a mirror,murder,111
looking at oneself in a mirror,nightclub,19
looking at oneself in a mirror,nightmare,37
looking at oneself in a mirror,no opening credits,28
looking at oneself in a mirror,nudity,58
looking at oneself in a mirror,nurse,23
looking at oneself in a mirror,old man,40
looking at oneself in a mirror,one word title,51
looking at oneself in a mirror,paranoia,43
looking at oneself in a mirror,paris france,8
looking at oneself in a mirror,party,42
looking at oneself in a mirror,photograph,91
looking at oneself in a mirror,photographer,33
looking at oneself in a mirror,pistol,53
looking at oneself in a mirror,police,40
looking at oneself in a mirror,police officer,41
looking at oneself in a mirror,pregnancy,26
looking at oneself in a mirror,priest,27
looking at oneself in a mirror,prison,14
looking at oneself in a mirror,prologue,37
looking at oneself in a mirror,prostitute,24
looking at oneself in a mirror,psychopath,39
looking at oneself in a mirror,psychotronic film,51
looking at oneself in a mirror,pubic hair,30
looking at oneself in a mirror,punched in the face,53
looking at oneself in a mirror,race against time,19
looking at oneself in a mirror,rain,47
looking at oneself in a mirror,rape,23
looking at oneself in a mirror,rescue,29
looking at oneself in a mirror,restaurant,53
looking at oneself in a mirror,revenge,52
looking at oneself in a mirror,rifle,32
looking at oneself in a mirror,secret,37
looking at oneself in a mirror,sequel,12
looking at oneself in a mirror,sex,46
looking at oneself in a mirror,sex scene,55
looking at oneself in a mirror,shooting,36
looking at oneself in a mirror,shootout,29
looking at oneself in a mirror,shot in the back,34
looking at oneself in a mirror,shot in the chest,42
looking at oneself in a mirror,shot in the head,39
looking at oneself in a mirror,shot to death,62
looking at oneself in a mirror,shotgun,30
looking at oneself in a mirror,shower,26
looking at oneself in a mirror,singer,34
looking at oneself in a mirror,singing,39
looking at oneself in a mirror,slapped in the face,46
looking at oneself in a mirror,slow motion scene,73
looking at oneself in a mirror,snow,32
looking at oneself in a mirror,soldier,16
looking at oneself in a mirror,song,29
looking at oneself in a mirror,stabbed to death,38
looking at oneself in a mirror,stabbing,39
looking at oneself in a mirror,strangulation,32
looking at oneself in a mirror,subjective camera,46
looking at oneself in a mirror,suicide,42
looking at oneself in a mirror,supernatural power,29
looking at oneself in a mirror,surprise ending,57
looking at oneself in a mirror,surrealism,32
looking at oneself in a mirror,survival,19
looking at oneself in a mirror,suspense,32
looking at oneself in a mirror,tattoo,30
looking at oneself in a mirror,taxi,32
looking at oneself in a mirror,teenage boy,23
looking at oneself in a mirror,teenage girl,36
looking at oneself in a mirror,telephone call,86
looking at oneself in a mirror,theft,27
looking at oneself in a mirror,title spoken by character,62
looking at oneself in a mirror,torture,37
looking at oneself in a mirror,train,36
looking at oneself in a mirror,two word title,30
looking at oneself in a mirror,underwater scene,25
looking at oneself in a mirror,undressing,42
looking at oneself in a mirror,violence,90
looking at oneself in a mirror,voice over narration,40
looking at oneself in a mirror,vomiting,44
looking at oneself in a mirror,watching tv,50
looking at oneself in a mirror,woods,35
looking at oneself in a mirror,written by director,42
looking at oneself in a mirror,young,12
love,machine gun,25
love,male female relationship,66
love,male frontal nudity,28
love,male nudity,68
love,male protagonist,23
love,male pubic hair,30
love,male rear nudity,40
love,man wears eyeglasses,34
love,marriage,56
love,memory,41
love,mirror,49
love,money,56
love,montage,38
love,mother daughter relationship,68
love,mother son relationship,87
love,motorcycle,26
love,murder,106
love,nightclub,34
love,nightmare,21
love,no opening credits,26
love,nudity,58
love,nurse,35
love,old man,27
love,one word title,59
love,paranoia,31
love,paris france,25
love,party,52
love,photograph,81
love,photographer,32
love,pistol,46
love,police,63
love,police officer,33
love,pregnancy,48
love,priest,36
love,prison,34
love,prologue,42
love,prostitute,34
love,psychopath,21
love,psychotronic film,27
love,pubic hair,32
love,punched in the face,28
love,race against time,15
love,rain,59
love,rape,26
love,rescue,36
love,restaurant,57
love,revenge,53
love,rifle,38
love,secret,44
love,sequel,9
love,sex,70
love,sex scene,70
love,shooting,37
love,shootout,27
love,shot in the back,33
love,shot in the chest,35
love,shot in the head,35
love,shot to death,47
love,shotgun,21
love,shower,26
love,singer,67
love,singing,68
love,slapped in the face,40
love,slow motion scene,51
love,snow,50
love,soldier,26
love,song,61
love,stabbed to death,14
love,stabbing,28
love,strangulation,23
love,subjective camera,42
love,suicide,46
love,supernatural power,9
love,surprise ending,34
love,surrealism,39
love,survival,11
love,suspense,27
love,tattoo,19
love,taxi,32
love,teenage boy,26
love,teenage girl,25
love,telephone call,84
love,theft,29
love,title spoken by character,64
love,torture,31
love,train,56
love,two word title,19
love,underwater scene,25
love,undressing,40
love,violence,83
love,voice over narration,62
love,vomiting,30
love,watching tv,51
love,woods,18
love,written by director,28
love,young,27
machine gun,male female relationship,17
machine gun,male frontal nudity,3
machine gun,male nudity,17
machine gun,male protagonist,19
machine gun,male pubic hair,6
machine gun,male rear nudity,11
machine gun,man wears eyeglasses,23
machine gun,marriage,12
machine gun,memory,11
machine gun,mirror,18
machine gun,money,28
machine gun,montage,45
machine gun,mother daughter relationship,28
machine gun,mother son relationship,32
machine gun,motorcycle,40
machine gun,murder,138
machine gun,nightclub,20
machine gun,nightmare,17
machine gun,no opening credits,52
machine gun,nudity,15
machine gun,nurse,17
machine gun,old man,13
machine gun,one word title,36
machine gun,paranoia,45
machine gun,paris france,13
machine gun,party,26
machine gun,photograph,64
machine gun,photographer,12
machine gun,pistol,119
machine gun,police,54
machine gun,police officer,44
machine gun,pregnancy,15
machine gun,priest,16
machine gun,prison,20
machine gun,prologue,26
machine gun,prostitute,17
machine gun,psychopath,24
machine gun,psychotronic film,45
machine gun,pubic hair,9
machine gun,punched in the face,69
machine gun,race against time,62
machine gun,rain,28
machine gun,rape,14
machine gun,rescue,85
machine gun,restaurant,34
machine gun,revenge,69
machine gun,rifle,63
machine gun,secret,16
machine gun,sequel,30
machine gun,sex,19
machine gun,sex scene,24
machine gun,shooting,34
machine gun,shootout,100
machine gun,shot in the back,81
machine gun,shot in the chest,101
machine gun,shot in the head,92
machine gun,shot to death,124
machine gun,shotgun,53
machine gun,shower,22
machine gun,singer,24
machine gun,singing,30
machine gun,slapped in the face,22
machine gun,slow motion scene,65
machine gun,snow,39
machine gun,soldier,65
machine gun,song,15
machine gun,stabbed to death,28
machine gun,stabbing,16
machine gun,strangulation,38
machine gun,subjective camera,35
machine gun,suicide,26
machine gun,supernatural power,19
machine gun,surprise ending,87
machine gun,surrealism,19
machine gun,survival,52
machine gun,suspense,54
machine gun,tattoo,34
machine gun,taxi,30
machine gun,teenage boy,17
machine gun,teenage girl,17
machine gun,telephone call,33
machine gun,theft,17
machine gun,title spoken by character,66
machine gun,torture,48
machine gun,train,39
machine gun,two word title,35
machine gun,underwater scene,40
machine gun,undressing,8
machine gun,violence,129
machine gun,voice over narration,31
machine gun,vomiting,28
machine gun,watching tv,25
machine gun,woods,31
machine gun,written by director,26
machine gun,young,11
male female relationship,male frontal nudity,21
male female relationship,male nudity,46
male female relationship,male protagonist,14
male female relationship,male pubic hair,21
male female relationship,male rear nudity,26
male female relationship,man wears eyeglasses,17
male female relationship,marriage,39
male female relationship,memory,22
male female relationship,mirror,37
male female relationship,money,50
male female relationship,montage,20
male female relationship,mother daughter relationship,56
male female relationship,mother son relationship,64
male female relationship,motorcycle,14
male female relationship,murder,78
male female relationship,nightclub,21
male female relationship,nightmare,16
male female relationship,no opening credits,9
male female relationship,nudity,53
male female relationship,nurse,15
male female relationship,old man,24
male female relationship,one word title,39
male female relationship,paranoia,22
male female relationship,paris france,14
male female relationship,party,39
male female relationship,photograph,59
male female relationship,photographer,32
male female relationship,pistol,28
male female relationship,police,48
male female relationship,police officer,30
male female relationship,pregnancy,37
male female relationship,priest,25
male female relationship,prison,23
male female relationship,prologue,19
male female relationship,prostitute,34
male female relationship,psychopath,21
male female relationship,psychotronic film,29
male female relationship,pubic hair,25
male female relationship,punched in the face,29
male female relationship,race against time,7
male female relationship,rain,50
male female relationship,rape,22
male female relationship,rescue,12
male female relationship,restaurant,44
male female relationship,revenge,34
male female relationship,rifle,31
male female relationship,secret,19
male female relationship,sequel,4
male female relationship,sex,52
male female relationship,sex scene,45
male female relationship,shooting,32
male female relationship,shootout,20
male female relationship,shot in the back,14
male female relationship,shot in the chest,19
male female relationship,shot in the head,17
male female relationship,shot to death,23
male female relationship,shotgun,20
male female relationship,shower,19
male female relationship,singer,45
male female relationship,singing,60
male female relationship,slapped in the face,39
male female relationship,slow motion scene,40
male female relationship,snow,26
male female relationship,soldier,18
male female relationship,song,44
male female relationship,stabbed to death,15
male female relationship,stabbing,20
male female relationship,strangulation,14
male female relationship,subjective camera,31
male female relationship,suicide,29
male female relationship,supernatural power,12
male female relationship,surprise ending,29
male female relationship,surrealism,24
male female relationship,survival,11
male female relationship,suspense,13
male female relationship,tattoo,21
male female relationship,taxi,20
male female relationship,teenage boy,21
male female relationship,teenage girl,28
male female relationship,telephone call,62
male female relationship,theft,36
male female relationship,title spoken by character,46
male female relationship,torture,21
male female relationship,train,43
male female relationship,two word title,24
male female relationship,underwater scene,14
male female relationship,undressing,33
male female relationship,violence,62
male female relationship,voice over narration,40
male female relationship,vomiting,25
male female relationship,watching tv,43
