num_movies,avg_rating,rating_std,rating_trend,last_rating,year_gap,franchise_age,rating_range,recent_trend,avg_budget,avg_revenue,profitability,target
2,6.3,0.2999999999999998,-0.5999999999999996,6.0,2.0,2.0,0.5999999999999996,-0.5999999999999996,89000000.0,424449381.0,335449381.0,5.2
1,5.8,0.0,0.0,5.8,0.0,0.0,0.0,0.0,10000000.0,183474602.0,173474602.0,5.3
2,5.55,0.25,-0.5000000000000004,5.3,2.0,2.0,0.5,-0.5,15000000.0,111309220.5,96309220.5,5.3
1,7.3,0.0,0.0,7.3,0.0,0.0,0.0,0.0,60000000.0,484409218.0,424409218.0,6.7
2,7.0,0.2999999999999998,-0.6000000000000014,6.7,3.0,3.0,0.5999999999999996,-0.5999999999999996,105000000.0,702123988.0,597123988.0,6.0
3,6.666666666666667,0.5312459150169742,-0.6500000000000016,6.0,3.0,6.0,1.2999999999999998,-0.7000000000000002,123333333.33333333,734402047.0,611068713.6666666,6.0
1,6.6,0.0,0.0,6.6,0.0,0.0,0.0,0.0,22000000.0,95708457.0,73708457.0,6.4
2,6.5,0.09999999999999964,-0.20000000000000018,6.4,3.0,3.0,0.1999999999999993,-0.1999999999999993,36000000.0,103524629.0,67524629.0,6.2
3,6.3999999999999995,0.163299316185545,-0.19999999999999982,6.2,3.0,6.0,0.39999999999999947,-0.20000000000000018,35666666.666666664,99467586.33333333,63800919.666666664,6.1
4,6.324999999999999,0.19202864369671518,-0.1700000000000011,6.1,3.0,9.0,0.5,-0.10000000000000053,44250000.0,114628857.5,70378857.5,5.2
1,7.9,0.0,0.0,7.9,0.0,0.0,0.0,0.0,63000000.0,463517383.0,400517383.0,6.7
2,7.300000000000001,0.6000000000000001,-1.200000000000001,6.7,4.0,4.0,1.2000000000000002,-1.2000000000000002,106500000.0,601058542.0,494558542.0,6.4
1,7.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,7000000.0,470654000.0,463654000.0,5.9
2,6.7,0.7999999999999998,-1.5999999999999996,5.9,3.0,3.0,1.5999999999999996,-1.5999999999999996,13500000.0,329269003.5,315769003.5,4.2
3,5.866666666666667,1.3474255287605157,-1.65,4.2,5.0,8.0,3.3,-1.7000000000000002,15833333.333333334,248841687.33333334,233008354.0,3.5
1,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,14000000.0,173046663.0,159046663.0,6.1
2,6.55,0.4500000000000002,-0.9000000000000012,6.1,1.0,1.0,0.9000000000000004,-0.9000000000000004,19000000.0,172704982.0,153704982.0,5.7
3,6.266666666666667,0.5436502143433364,-0.6499999999999996,5.7,3.0,4.0,1.2999999999999998,-0.39999999999999947,26000000.0,169081413.33333334,143081413.33333334,6.1
1,6.7,0.0,0.0,6.7,0.0,0.0,0.0,0.0,23000000.0,53187659.0,30187659.0,6.3
2,6.5,0.20000000000000018,-0.40000000000000124,6.3,4.0,4.0,0.40000000000000036,-0.40000000000000036,64000000.0,84480196.0,20480196.0,6.2
1,6.4,0.0,0.0,6.4,0.0,0.0,0.0,0.0,11000000.0,235483004.0,224483004.0,6.0
2,6.2,0.20000000000000018,-0.40000000000000124,6.0,2.0,2.0,0.40000000000000036,-0.40000000000000036,20500000.0,261518299.5,241018299.5,6.0
3,6.133333333333333,0.18856180831641287,-0.2000000000000006,6.0,2.0,4.0,0.40000000000000036,0.0,32000000.0,251495267.33333334,219495267.33333334,6.1
1,7.3,0.0,0.0,7.3,0.0,0.0,0.0,0.0,30000000.0,295212467.0,265212467.0,6.3
2,6.8,0.5,-1.0000000000000018,6.3,5.0,5.0,1.0,-1.0,33500000.0,255303602.5,221803602.5,5.3
1,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,19000000.0,278019771.0,259019771.0,5.4
2,5.7,0.2999999999999998,-0.5999999999999996,5.4,1.0,1.0,0.5999999999999996,-0.5999999999999996,32000000.0,209620224.5,177620224.5,5.8
3,5.733333333333333,0.24944382578492927,-0.1000000000000005,5.8,2.0,3.0,0.5999999999999996,0.39999999999999947,37333333.333333336,213304555.33333334,175971222.0,5.3
4,5.625,0.28613807855648987,-0.17000000000000084,5.3,3.0,6.0,0.7000000000000002,-0.5,39250000.0,204544071.5,165294071.5,4.6
1,7.2,0.0,0.0,7.2,0.0,0.0,0.0,0.0,15000000.0,125212904.0,110212904.0,6.3
2,6.75,0.4500000000000002,-0.9000000000000004,6.3,3.0,3.0,0.9000000000000004,-0.9000000000000004,29500000.0,212806668.0,183306668.0,5.7
3,6.3999999999999995,0.6164414002968976,-0.7499999999999998,5.7,3.0,6.0,1.5,-0.5999999999999996,40666666.666666664,204876315.66666666,164209649.0,6.4
1,7.1,0.0,0.0,7.1,0.0,0.0,0.0,0.0,13000000.0,53000000.0,40000000.0,5.6
2,6.35,0.75,-1.5,5.6,3.0,3.0,1.5,-1.5,24000000.0,49340586.5,25340586.5,4.2
3,5.633333333333333,1.1841546445554405,-1.4499999999999997,4.2,3.0,6.0,2.8999999999999995,-1.3999999999999995,23333333.333333332,36459127.666666664,13125794.333333332,5.7
1,6.8,0.0,0.0,6.8,0.0,0.0,0.0,0.0,16000000.0,5900000.0,-10100000.0,4.5
2,5.65,1.15,-2.2999999999999994,4.5,5.0,5.0,2.3,-2.3,23000000.0,10728170.0,-12271830.0,4.5
3,5.266666666666667,1.0842303978193728,-1.1500000000000006,4.5,3.0,8.0,2.3,0.0,24000000.0,19418780.0,-4581220.0,4.4
